movieID,budget,open_weekend,gross,ROI_open,ROI_gross
tt1650554,22000000,13332955,28751715,-0.394, 0.307
tt1731697,2500000,642000,1163508,-0.743,-0.535
tt1869425,427000,1478323,2833383, 2.462, 5.636
tt1389096,15000000,1486390,3301046,-0.901,-0.780
tt0144117,7000000,19930,25812,-0.997,-0.996
tt0453562,40000000,27487144,95001343,-0.313, 1.375
tt1288558,17000000,25775847,54239856, 0.516, 2.191
tt0795461,20000000,14157367,32014289,-0.292, 0.601
tt1235522,35000000,8268908,19701164,-0.764,-0.437
tt1321870,60000000,17070347,45996718,-0.715,-0.233
tt1905041,160000000,97375245,238679850,-0.391, 0.492
tt1980209,26000000,20244505,49874933,-0.221, 0.918
tt2023587,20000000,28123052,71588220, 0.406, 2.579
tt1253863,110000000,45038460,106580051,-0.591,-0.031
tt1727388,4600000,552788,21490107,-0.880, 3.672
tt2191701,80000000,41508572,133471453,-0.481, 0.668
tt2387433,3500000,8189166,17411930, 1.340, 3.975
tt1854564,90000000,14401054,68558662,-0.840,-0.238
tt2132285,15000000,212537,5831740,-0.986,-0.611
tt2024432,35000000,34551025,134455175,-0.013, 2.842
tt1931435,35000000,7591663,21784432,-0.783,-0.378
tt1684233,8500000,2736,6787,-1.000,-0.999
tt1602613,4800000,313958,778565,-0.935,-0.838
tt1333125,6000000,4805878,8828771,-0.199, 0.471
tt1911644,13000000,17118745,51872378, 0.317, 2.990
tt1428538,50000000,19690956,55703475,-0.606, 0.114
tt2184339,3000000,34058360,64423650,10.353,20.475
tt0882977,15000000,13167607,42919096,-0.122, 1.861
tt0071562,13000000,244000,57300000,-0.981, 3.408
tt0080684,18000000,10840307,290475067,-0.398,15.138
tt0082971,18000000,1673731,3115115,-0.907,-0.827
tt0078788,31500000,96992,4626290,-0.997,-0.853
tt0078748,11000000,1287560,83944003,-0.883, 6.631
tt0083658,28000000,89150,32868943,-0.997, 0.174
tt0083866,10500000,14223110,31429332, 0.355, 1.993
tt0086066,10000000,5068165,25600000,-0.493, 1.560
tt0086250,25000000,242821,45598982,-0.990, 0.824
tt0086190,32500000,16293531,309125409,-0.499, 8.512
tt0087332,32000000,2085116,238632124,-0.935, 6.457
tt0088247,6400000,4020663,38371200,-0.372, 4.995
tt0093058,17000000,2217307,46357676,-0.870, 1.727
tt0095016,28000000,601851,80707729,-0.979, 1.882
tt0114814,6000000,645363,1120000,-0.892,-0.813
tt0116629,75000000,50228264,306169255,-0.330, 3.082
tt0119217,10000000,10261471,138339411, 0.026,12.834
tt0120591,140000000,36089972,201573391,-0.742, 0.440
tt0120382,60000000,31542121,125603360,-0.474, 1.093
tt0169547,15000000,861531,130058047,-0.943, 7.671
tt0142342,34200000,41536370,163479795, 0.215, 3.780
tt0120689,60000000,18017152,136801374,-0.700, 1.280
tt0120616,80000000,43369635,155247825,-0.458, 0.941
tt0151804,10000000,4231727,10824921,-0.577, 0.082
tt0167404,40000000,26681262,293501675,-0.333, 6.338
tt0120363,90000000,57388839,245852179,-0.362, 1.732
tt0144084,7000000,4961015,15070285,-0.291, 1.153
tt0175142,19000000,42346669,157019771, 1.229, 7.264
tt0198781,115000000,5040000,289907418,-0.956, 1.521
tt0120912,140000000,52148751,190418803,-0.628, 0.360
tt0289765,78000000,36540945,92930005,-0.532, 0.191
tt0145487,139000000,114844116,403706375,-0.174, 1.904
tt0121765,115000000,80027814,310675583,-0.304, 1.702
tt0317740,60000000,19457944,106126012,-0.676, 0.769
tt0234215,150000000,91774413,281492479,-0.388, 0.877
tt0325980,140000000,46630690,305413918,-0.667, 1.182
tt0319061,70000000,207377,66257002,-0.997,-0.053
tt0266697,30000000,22089322,70099045,-0.264, 1.337
tt0364725,20000000,30070196,114324072, 0.504, 4.716
tt0356150,25000000,6711384,17718223,-0.732,-0.291
tt0304141,130000000,93687367,249358727,-0.279, 0.918
tt0317705,92000000,70467623,261441092,-0.234, 1.842
tt0374900,400000,116666,44540956,-0.708,110.352
tt0375679,6500000,342709,54580300,-0.947, 7.397
tt0363771,180000000,65556312,291709845,-0.636, 0.621
tt0330373,150000000,102335066,290013036,-0.318, 0.933
tt0317219,120000000,60119509,244052771,-0.499, 1.034
tt0348150,209000000,52535096,200069408,-0.749,-0.043
tt0415306,73000000,47042215,148213377,-0.356, 1.030
tt0376994,210000000,122861157,234360014,-0.415, 0.116
tt0440963,110000000,69283690,227471070,-0.370, 1.068
tt0337978,110000000,33369559,134527196,-0.697, 0.223
tt0477348,25000000,1226333,74273505,-0.951, 1.971
tt0382932,150000000,47027395,206445654,-0.686, 0.376
tt0829482,20000000,33052411,121463226, 0.653, 5.073
tt0469494,25000000,302845,40218903,-0.988, 0.609
tt0489099,85000000,32092991,80170146,-0.622,-0.057
tt1205489,33000000,271720,148095302,-0.992, 3.488
tt0800080,150000000,55414050,134518390,-0.631,-0.103
tt0910936,27000000,23245025,87341380,-0.139, 2.235
tt1032755,18000000,144701,5694401,-0.992,-0.684
tt0430922,28000000,19167085,67294270,-0.315, 1.403
tt0838283,65000000,30940732,100468793,-0.524, 0.546
tt0493464,75000000,217432,332816,-0.997,-0.996
tt1136608,30000000,37354308,115502313, 0.245, 2.850
tt0417741,250000000,77835727,301959197,-0.689, 0.208
tt1197624,50000000,21039502,73343413,-0.579, 0.467
tt0438488,200000000,42558390,125322469,-0.787,-0.373
tt1055369,200000000,108966307,402111870,-0.455, 1.011
tt0409459,130000000,55214334,107509799,-0.575,-0.173
tt0988045,90000000,62304277,209028679,-0.308, 1.323
tt0429493,110000000,25669455,77222099,-0.767,-0.298
tt1014759,200000000,116101023,334185206,-0.419, 0.671
tt0947798,13000000,1443809,106952327,-0.889, 7.227
tt1037705,80000000,38437553,94822707,-0.520, 0.185
tt0800320,125000000,61235105,163214888,-0.510, 0.306
tt1231583,65000000,32689406,100539043,-0.497, 0.547
tt1320253,80000000,34825135,103068524,-0.565, 0.288
tt1386588,100000000,35543162,119219978,-0.645, 0.192
tt0955308,200000000,36063385,105269730,-0.820,-0.474
tt0944835,110000000,36011243,118311368,-0.673, 0.076
tt0840361,37000000,23808032,92173235,-0.357, 1.491
tt1284575,20000000,31603106,100292856, 0.580, 4.015
tt1217613,70000000,37573187,83441911,-0.463, 0.192
tt1216475,200000000,66135507,191450875,-0.669,-0.043
tt1488555,52000000,13531115,37081475,-0.740,-0.287
tt0409847,163000000,36431290,100240551,-0.776,-0.385
tt1133985,200000000,53174303,116601172,-0.734,-0.417
tt1411697,80000000,85946294,254464305, 0.074, 2.181
tt1499658,35000000,28302165,117538559,-0.191, 2.358
tt1464540,50000000,22755854,55011805,-0.545, 0.100
tt1092026,40000000,13043310,37371385,-0.674,-0.066
tt1436562,90000000,39225962,143619809,-0.564, 0.596
tt1318514,93000000,54806191,176740650,-0.411, 0.900
tt1262416,40000000,18692090,38176892,-0.533,-0.046
tt0945513,28000000,14812094,54712227,-0.471, 0.954
tt0978764,82000000,19058199,36392502,-0.768,-0.556
tt1306980,8000000,8644095,35014192, 0.081, 3.377
tt1598778,60000000,22403596,75658097,-0.627, 0.261
tt1033575,20000000,1190096,82624961,-0.940, 3.131
tt1124035,12500000,10470143,40962534,-0.162, 2.277
tt1253864,75000000,32206425,83504017,-0.571, 0.113
tt0433035,110000000,27319677,85463309,-0.752,-0.223
tt1515091,125000000,39637079,186764258,-0.683, 0.494
tt1611224,69000000,16306974,37516013,-0.764,-0.456
tt1712170,35000000,11396768,25739757,-0.674,-0.265
tt1629757,20000000,2268274,6002756,-0.887,-0.700
tt1706593,12000000,22004098,64572496, 0.834, 4.381
tt1748227,10000000,3104269,6842058,-0.690,-0.316
tt1524137,25000000,24349815,66528000,-0.026, 1.661
tt1645170,65000000,17435092,59617068,-0.732,-0.083
tt1663143,14000000,4101017,9402410,-0.707,-0.328
tt1601913,25000000,19665101,51580236,-0.213, 1.063
tt1506999,23000000,8425370,18942396,-0.634,-0.176
tt1582507,6900000,12287234,31607598, 0.781, 3.581
tt1667889,95000000,46629259,161317423,-0.509, 0.698
tt1592525,20000000,6231836,14326864,-0.688,-0.284
tt1482459,70000000,70217070,213949505, 0.003, 2.056
tt1277953,145000000,60316738,216366733,-0.584, 0.492
tt1623288,60000000,14087050,55964935,-0.765,-0.067
tt1547234,35000000,6300000,20275446,-0.820,-0.421
tt1486192,26000000,7289642,16008272,-0.720,-0.384
tt1855325,65000000,21052227,42345531,-0.676,-0.349
tt1599348,85000000,40172720,126373434,-0.527, 0.487
tt0938330,20000000,8023036,17529157,-0.599,-0.124
tt1298649,68000000,12750297,34350553,-0.812,-0.495
tt1646987,150000000,33457188,83670083,-0.777,-0.442
tt1549920,30000000,6281433,12026670,-0.791,-0.599
tt1706620,39200000,171187,4563650,-0.996,-0.884
tt1682180,12000000,160547,1702277,-0.987,-0.858
tt1453405,200000000,82429469,268472408,-0.588, 0.342
tt1939659,30000000,17000000,34041000,-0.433, 0.135
tt1690953,76000000,83517315,367157955, 0.099, 3.831
tt1229340,50000000,26232425,125118135,-0.475, 1.502
tt2334879,150000000,24852258,73103784,-0.834,-0.513
tt1411250,38000000,19030375,42025135,-0.499, 0.106
tt1321511,30000000,885382,2162593,-0.970,-0.928
tt1656186,35000000,183125,304318,-0.995,-0.991
tt2125435,1800000,169702,12784397,-0.906, 6.102
tt1667310,12000000,19391,64386,-0.998,-0.995
tt1496422,12500000,102706,692640,-0.992,-0.945
tt1723811,6500000,349519,4000304,-0.946,-0.385
tt1412386,10000000,737051,46412041,-0.926, 3.641
tt1013752,85000000,70950500,155064265,-0.165, 0.824
tt0887912,15000000,145352,17017811,-0.990, 0.135
tt0209144,9000000,235488,25544867,-0.974, 1.838
tt0246578,4500000,24728,727883,-0.995,-0.838
tt0120586,7500000,1340166,6712241,-0.821,-0.105
tt0117951,3500000,262000,16501785,-0.925, 3.715
tt0105236,1200000,147839,2832029,-0.877, 1.360
tt0081505,19000000,622337,44017374,-0.967, 1.317
tt1959490,125000000,43720472,101160529,-0.650,-0.191
tt2015381,170000000,94320883,333176600,-0.445, 0.960
tt1291150,125000000,65575105,191204754,-0.475, 0.530
tt0458481,65000000,6317683,13757804,-0.903,-0.788
tt1711425,13000000,8754168,25675765,-0.327, 0.975
tt1904996,35000000,7008222,17609982,-0.800,-0.497
tt0765446,40000000,15891055,57011847,-0.603, 0.425
tt1817276,5000000,7300,10730,-0.999,-0.998
tt2234155,58000000,17325307,44645496,-0.701,-0.230
tt0848537,100000000,33531068,107515297,-0.665, 0.075
tt0073195,8000000,7061513,26860259,-0.117, 2.358
tt0090605,18500000,10052042,77632096,-0.457, 3.196
tt0091763,6000000,241080,138530565,-0.960,22.088
tt0092005,8000000,242795,51914208,-0.970, 5.489
tt0093773,15000000,12031638,56471713,-0.198, 2.765
tt0096874,40000000,27835125,118450002,-0.304, 1.961
tt0097165,16400000,340456,95860116,-0.979, 4.845
tt0097576,48000000,29400000,197171806,-0.388, 3.108
tt0095953,25000000,7005719,172825435,-0.720, 5.913
tt0099785,15000000,17081997,281493907, 0.139,17.766
tt0105695,14400000,15018007,74681912, 0.043, 4.186
tt0106308,13000000,4424000,11502976,-0.660,-0.115
tt0109686,16000000,16300000,127175354, 0.019, 6.948
tt0114746,29000000,14200000,57141459,-0.510, 0.970
tt0116282,7000000,730265,24611975,-0.896, 2.516
tt0117500,70000000,25069525,134006721,-0.642, 0.914
tt0118749,15000000,4681934,26384919,-0.688, 0.759
tt0119116,93000000,17031345,63540020,-0.817,-0.317
tt0119488,35000000,5211198,64604977,-0.851, 0.846
tt0119528,45000000,31423025,181395380,-0.302, 3.031
tt0119567,73000000,90161880,229074524, 0.235, 2.138
tt0119654,90000000,51068455,250147615,-0.433, 1.779
tt0120669,18500000,4335095,10680275,-0.766,-0.423
tt0120686,50000000,19142440,91137662,-0.617, 0.823
tt0175880,37000000,193604,22450975,-0.995,-0.393
tt0181875,60000000,2314646,32522352,-0.961,-0.458
tt0190590,26000000,195104,45506619,-0.992, 0.750
tt0232500,38000000,40089015,144533925, 0.055, 2.804
tt0163025,93000000,50771645,181166115,-0.454, 0.948
tt0240772,85000000,38107822,183405771,-0.552, 1.158
tt0257106,45000000,20503356,71308997,-0.544, 0.585
tt0126029,60000000,42347760,267652016,-0.294, 3.461
tt0139654,45000000,22550788,76261036,-0.499, 0.695
tt0298203,41000000,51240555,116724075, 0.250, 1.847
tt0258463,60000000,27118640,121661683,-0.548, 1.028
tt0295297,100000000,88357488,261970615,-0.116, 1.620
tt0181689,102000000,35677125,132014112,-0.650, 0.294
tt0289043,8000000,10061858,45063889, 0.258, 4.633
tt0335266,4000000,925087,44566004,-0.769,10.142
tt0302886,24000000,17453216,74608545,-0.273, 2.109
tt0332379,35000000,19622714,81257845,-0.439, 1.322
tt0290334,110000000,85558731,214949694,-0.222, 0.954
tt0349205,40000000,27557647,138614544,-0.311, 2.465
tt0242653,110000000,48475154,139259759,-0.559, 0.266
tt0327056,30000000,640815,90135191,-0.979, 2.005
tt0306047,48000000,48113770,110003217, 0.002, 1.292
tt0372183,75000000,52521865,176241941,-0.300, 1.350
tt0289879,13000000,17065227,57650876, 0.313, 3.435
tt0369339,65000000,24701458,100003492,-0.620, 0.539
tt0343818,120000000,52179887,144801023,-0.565, 0.207
tt0378194,30000000,25104949,66208183,-0.163, 1.207
tt0405159,30000000,179953,100422786,-0.994, 2.347
tt0316654,200000000,115817364,373585825,-0.421, 0.868
tt0338526,160000000,51748040,120177084,-0.677,-0.249
tt0403508,25000000,9833340,39008741,-0.607, 0.560
tt0367594,150000000,56178450,206459076,-0.625, 0.376
tt0377818,50000000,30675314,80270227,-0.386, 0.605
tt0120667,100000000,56061504,154695569,-0.439, 0.547
tt0399201,126000000,12409070,35799026,-0.902,-0.716
tt0379786,40000000,10086680,25335935,-0.748,-0.367
tt0407304,132000000,77061953,234280354,-0.416, 0.775
tt0463985,85000000,23973840,62514415,-0.718,-0.265
tt0454848,45000000,28954945,88504640,-0.357, 0.967
tt0383574,225000000,135634554,423315812,-0.397, 0.881
tt0362120,45000000,40222875,90710620,-0.106, 1.016
tt0384537,50000000,20152598,46982632,-0.597,-0.060
tt0450259,100000000,8648324,57312489,-0.914,-0.427
tt0373889,150000000,77108414,292004738,-0.486, 0.947
tt0465494,24000000,13180769,39687528,-0.451, 0.654
tt0480249,150000000,77211321,256386216,-0.485, 0.709
tt0884328,18000000,8931973,25592632,-0.504, 0.422
tt0449088,300000000,139802190,309420425,-0.534, 0.031
tt0413300,258000000,151116516,336530303,-0.414, 0.304
tt0443706,65000000,13395610,33080084,-0.794,-0.491
tt0448157,150000000,62603879,227946274,-0.583, 0.520
tt0441773,130000000,60239130,215434591,-0.537, 0.657
tt0814314,55000000,14851136,69951824,-0.730, 0.272
tt0808151,150000000,46204168,133375846,-0.692,-0.111
tt0448011,50000000,24604751,79948113,-0.508, 0.599
tt0380510,65000000,116616,43818839,-0.998,-0.326
tt1155076,40000000,55665805,176591618, 0.392, 3.415
tt1013743,117000000,20139985,76418654,-0.828,-0.347
tt0938283,150000000,51804232,131564731,-0.655,-0.123
tt1001526,130000000,46016833,148415853,-0.646, 0.142
tt1424381,40000000,24760882,52000688,-0.381, 0.300
tt0892791,165000000,70838207,238371987,-0.571, 0.445
tt0477080,100000000,22688457,81562942,-0.773,-0.184
tt1502404,50000000,5187625,10706786,-0.896,-0.786
tt0990407,120000000,33526876,98780042,-0.721,-0.177
tt0993842,30000000,12370549,40259119,-0.588, 0.342
tt1591095,1500000,13271464,54009150, 7.848,35.006
tt1302011,150000000,47835000,165249063,-0.681, 0.102
tt1486185,42000000,14005335,37652565,-0.667,-0.104
tt1401152,30000000,21856389,63686397,-0.271, 1.123
tt1240982,49900000,9360020,21596445,-0.812,-0.567
tt1657507,40000000,10408176,36665854,-0.740,-0.083
tt1448755,35000000,9300000,25093607,-0.734,-0.283
tt1204342,45000000,29239026,88625922,-0.350, 0.969
tt0448694,130000000,34077439,149234747,-0.738, 0.148
tt0471042,75000000,24025190,78009155,-0.680, 0.040
tt1568911,66000000,14527972,79884879,-0.780, 0.210
tt1591479,12000000,10121,20502,-0.999,-0.998
tt1366365,20000000,1831588,3749061,-0.908,-0.813
tt1142977,39000000,11412213,35287788,-0.707,-0.095
tt1397514,79000000,27335363,103812241,-0.654, 0.314
tt1327194,25000000,22518358,60457138,-0.099, 1.418
tt1667353,85000000,18132085,64933670,-0.787,-0.236
tt2109184,5000000,29003866,53808234, 4.801, 9.762
tt0431021,14000000,17732480,49122319, 0.267, 2.509
tt1899353,1100000,213785,4105123,-0.806, 2.732
tt1496025,70000000,25306725,62321039,-0.638,-0.110
tt1596365,17000000,20874072,54322273, 0.228, 2.195
tt1213663,28000000,8790237,26003149,-0.686,-0.071
tt1990314,2500000,35539,3317468,-0.986, 0.327
tt1308729,55000000,4548201,9483821,-0.917,-0.828
tt1764183,12000000,2002165,7918283,-0.833,-0.340
tt0478304,32000000,493788,13303319,-0.985,-0.584
tt1726669,11000000,37864,1987762,-0.997,-0.819
tt1399683,2000000,84887,6531503,-0.958, 2.266
tt0780536,15000000,457227,7757130,-0.970,-0.483
tt0206634,76000000,179268,35286428,-0.998,-0.536
tt0361862,5000000,64661,1082715,-0.987,-0.783
tt0238380,20000000,541512,1203974,-0.973,-0.940
tt0816692,165000000,47510360,188020017,-0.712, 0.140
tt0831387,160000000,93205000,200616740,-0.417, 0.254
tt2404463,43000000,39115043,159578352,-0.090, 2.711
tt1457767,20000000,41855326,137387272, 1.093, 5.869
tt0070047,8000000,8157666,204565000, 0.020,24.571
tt0078346,55000000,7465343,40925251,-0.864,-0.256
tt0084787,15000000,3107897,19629760,-0.793, 0.309
tt0086425,8000000,3498813,105237012,-0.563,12.155
tt0087469,28000000,33936113,179870271, 0.212, 5.424
tt0088323,27000000,4325823,20158808,-0.840,-0.253
tt0094012,22700000,6600000,38119483,-0.709, 0.679
tt0094721,15000000,8000000,73707461,-0.467, 3.914
tt0096895,35000000,40489746,251188924, 0.157, 6.177
tt0099674,54000000,19558558,66676062,-0.638, 0.235
tt0103772,49000000,15129385,117727000,-0.691, 1.403
tt0111503,115000000,25900000,146282411,-0.775, 0.272
tt0112864,90000000,22162245,100003359,-0.754, 0.111
tt0116367,19000000,10240805,25753840,-0.461, 0.355
tt0117913,40000000,19630000,108706165,-0.509, 1.718
tt0116996,70000000,9384272,37754208,-0.866,-0.461
tt0117571,15000000,6354586,103001286,-0.576, 5.867
tt0119174,50000000,14337029,48265581,-0.713,-0.035
tt0119396,12000000,9292248,39647595,-0.226, 2.304
tt0120201,100000000,22058773,54700065,-0.779,-0.453
tt0120762,70000000,22745143,120618403,-0.675, 0.723
tt0120623,120000000,33258052,162792677,-0.723, 0.357
tt0120663,65000000,21706163,55637680,-0.666,-0.144
tt0162222,90000000,28883406,233632142,-0.679, 1.596
tt0187078,90000000,25336048,101643008,-0.718, 0.129
tt0261392,22000000,11018543,30059386,-0.499, 0.366
tt0209163,98000000,68139035,202007640,-0.305, 1.061
tt0277371,16000000,12615116,37882551,-0.212, 1.368
tt0133152,100000000,68532960,180011740,-0.315, 0.800
tt0196229,28000000,15525043,45162741,-0.446, 0.613
tt0247745,1200000,7149203,18488314, 4.958,14.407
tt0246460,142000000,47072040,160942139,-0.669, 0.133
tt0268380,59000000,46312454,176387405,-0.215, 1.990
tt0120804,33000000,17707106,40119709,-0.463, 0.216
tt0298130,48000000,15015393,128579698,-0.687, 1.679
tt0322259,76000000,50472480,127154901,-0.336, 0.673
tt0305224,75000000,42220847,133756285,-0.437, 0.783
tt0286716,137000000,62128420,132122995,-0.547,-0.036
tt0309698,30000000,16225263,51475962,-0.459, 0.716
tt0295700,12600000,5161498,15417771,-0.590, 0.224
tt0307987,18000000,12292952,60057639,-0.317, 2.337
tt0296572,105000000,24289165,57761012,-0.769,-0.450
