movieID,budget,open_weekend,gross,ROI_open,ROI_gross,genres,movieURL
tt0167260,94000000,72629713,377845905,-0.227, 3.020,Adventure;Fantasy,http://www.imdb.com/title/tt0167260/
tt0357413,26000000,28416365,84136909, 0.093, 2.236,Comedy,http://www.imdb.com/title/tt0357413/
tt0377092,17000000,24432195,86049418, 0.437, 4.062,Comedy,http://www.imdb.com/title/tt0377092/
tt0401792,40000000,29120273,74103820,-0.272, 0.853,Crime;Thriller,http://www.imdb.com/title/tt0401792/
tt0121766,113000000,108435841,380262555,-0.040, 2.365,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0121766/
tt0372784,150000000,48745440,206852432,-0.675, 0.379,Action;Adventure,http://www.imdb.com/title/tt0372784/
tt0407887,90000000,26887467,132384315,-0.701, 0.471,Crime;Drama;Thriller,http://www.imdb.com/title/tt0407887/
tt0482571,40000000,14801808,53089891,-0.630, 0.327,Drama;Mystery;Thriller,http://www.imdb.com/title/tt0482571/
tt0434409,54000000,25642640,70511035,-0.525, 0.306,Action;Drama;Thriller,http://www.imdb.com/title/tt0434409/
tt0381061,150000000,40833156,167445960,-0.728, 0.116,Action;Adventure;Thriller,http://www.imdb.com/title/tt0381061/
tt0418279,150000000,70502384,319246193,-0.530, 1.128,Action;Adventure;SciFi,http://www.imdb.com/title/tt0418279/
tt0468569,185000000,158411483,534858444,-0.144, 1.891,Action;Crime;Drama,http://www.imdb.com/title/tt0468569/
tt0371746,140000000,98618668,318412101,-0.296, 1.274,Action;Adventure;SciFi,http://www.imdb.com/title/tt0371746/
tt0830515,200000000,67528882,168368427,-0.662,-0.158,Action;Adventure,http://www.imdb.com/title/tt0830515/
tt0942385,92000000,25812796,110416702,-0.719, 0.200,Action;Comedy,http://www.imdb.com/title/tt0942385/
tt1046173,175000000,54713046,150010209,-0.687,-0.143,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt1046173/
tt1119646,35000000,44979319,277322503, 0.285, 6.924,Comedy,http://www.imdb.com/title/tt1119646/
tt0361748,75000000,38054676,120540719,-0.493, 0.607,Adventure;Drama;War,http://www.imdb.com/title/tt0361748/
tt0796366,140000000,75204289,257704099,-0.463, 0.841,Action;Adventure;SciFi,http://www.imdb.com/title/tt0796366/
tt0936501,25000000,24717037,145000989,-0.011, 4.800,Action;Thriller,http://www.imdb.com/title/tt0936501/
tt1049413,175000000,68108790,293004164,-0.611, 0.674,Animation;Adventure;Comedy;Family,http://www.imdb.com/title/tt1049413/
tt0458525,150000000,85058003,179883157,-0.433, 0.199,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt0458525/
tt1156398,23600000,24733155,75590286, 0.048, 2.203,Adventure;Comedy;Horror,http://www.imdb.com/title/tt1156398/
tt1190080,200000000,65237614,166112167,-0.674,-0.169,Action;Adventure;SciFi,http://www.imdb.com/title/tt1190080/
tt0499549,237000000,77025481,760507625,-0.675, 2.209,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0499549/
tt1323594,69000000,56397125,251513985,-0.183, 2.645,Animation;Comedy;Family,http://www.imdb.com/title/tt1323594/
tt1375670,80000000,40506562,162001186,-0.494, 1.025,Comedy,http://www.imdb.com/title/tt1375670/
tt0892769,165000000,43732319,217581231,-0.735, 0.319,Animation;Adventure;Family;Fantasy,http://www.imdb.com/title/tt0892769/
tt1375666,160000000,62785337,292576195,-0.608, 0.829,Action;Mystery;SciFi;Thriller,http://www.imdb.com/title/tt1375666/
tt1228705,200000000,128122480,312433331,-0.359, 0.562,Action;Adventure;SciFi,http://www.imdb.com/title/tt1228705/
tt1250777,30000000,19828687,48043505,-0.339, 0.601,Action;Comedy,http://www.imdb.com/title/tt1250777/
tt1245526,58000000,21761408,90356857,-0.625, 0.558,Action;Comedy;Crime;Thriller,http://www.imdb.com/title/tt1245526/
tt1130884,80000000,41062440,128012934,-0.487, 0.600,Mystery;Thriller,http://www.imdb.com/title/tt1130884/
tt1104001,170000000,44026211,172062763,-0.741, 0.012,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt1104001/
tt0435761,200000000,110307189,415004880,-0.448, 1.075,Animation;Adventure;Comedy;Family;Fantasy,http://www.imdb.com/title/tt0435761/
tt0780504,15000000,11340461,35060689,-0.244, 1.337,Crime;Drama,http://www.imdb.com/title/tt0780504/
tt1596343,125000000,86198765,209837675,-0.310, 0.679,Action;Crime;Thriller,http://www.imdb.com/title/tt1596343/
tt1201607,125000000,169189427,381011219, 0.354, 2.048,Adventure;Drama;Fantasy;Mystery,http://www.imdb.com/title/tt1201607/
tt1219289,27000000,18907302,79249455,-0.300, 1.935,Mystery;SciFi;Thriller,http://www.imdb.com/title/tt1219289/
tt1298650,250000000,90151958,241071802,-0.639,-0.036,Action;Adventure;Fantasy,http://www.imdb.com/title/tt1298650/
tt1270798,160000000,55101604,146408305,-0.656,-0.085,Action;Adventure;SciFi,http://www.imdb.com/title/tt1270798/
tt1568346,90000000,12750000,102515793,-0.858, 0.139,Crime;Drama;Mystery;Thriller,http://www.imdb.com/title/tt1568346/
tt1454029,25000000,26044590,169708112, 0.042, 5.788,Drama,http://www.imdb.com/title/tt1454029/
tt1637688,40000000,12050368,37553932,-0.699,-0.061,Action;SciFi;Thriller,http://www.imdb.com/title/tt1637688/
tt1232829,42000000,36302612,138447667,-0.136, 2.296,Action;Comedy;Crime,http://www.imdb.com/title/tt1232829/
tt0948470,230000000,62004688,262030663,-0.730, 0.139,Action;Adventure;Fantasy,http://www.imdb.com/title/tt0948470/
tt1605630,50000000,21514080,56724080,-0.570, 0.134,Comedy,http://www.imdb.com/title/tt1605630/
tt0848228,220000000,207438708,623357910,-0.057, 1.833,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt0848228/
tt1440129,209000000,25534825,65233400,-0.878,-0.688,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt1440129/
tt1194173,125000000,38142825,113203870,-0.695,-0.094,Action;Adventure;Mystery;Thriller,http://www.imdb.com/title/tt1194173/
tt1217209,185000000,66323594,237283207,-0.641, 0.283,Animation;Adventure;Comedy;Family;Fantasy,http://www.imdb.com/title/tt1217209/
tt1259521,30000000,14743614,42043633,-0.509, 0.401,Horror;Mystery;Thriller,http://www.imdb.com/title/tt1259521/
tt1371111,102000000,9612247,27108272,-0.906,-0.734,Drama;SciFi,http://www.imdb.com/title/tt1371111/
tt1345836,250000000,160887295,448139099,-0.356, 0.793,Action;Thriller,http://www.imdb.com/title/tt1345836/
tt1077368,100000000,29685274,79711678,-0.703,-0.203,Comedy;Horror,http://www.imdb.com/title/tt1077368/
tt1853728,100000000,30688000,162804648,-0.693, 0.628,Western,http://www.imdb.com/title/tt1853728/
tt1343727,35000000,6278491,13414714,-0.821,-0.617,Action;SciFi,http://www.imdb.com/title/tt1343727/
tt1855199,7000000,13152683,41003371, 0.879, 4.858,Crime;Drama;Thriller,http://www.imdb.com/title/tt1855199/
tt1764651,92000000,28591370,85017401,-0.689,-0.076,Action;Adventure;Thriller,http://www.imdb.com/title/tt1764651/
tt1907668,31000000,24900566,93772375,-0.197, 2.025,Drama;Thriller,http://www.imdb.com/title/tt1907668/
tt1694020,40000000,5390000,37101011,-0.865,-0.072,Comedy;Drama,http://www.imdb.com/title/tt1694020/
tt0903624,180000000,84617303,303003568,-0.530, 0.683,Adventure;Fantasy,http://www.imdb.com/title/tt0903624/
tt0837562,85000000,42522194,148313048,-0.500, 0.745,Animation;Comedy;Family;Fantasy,http://www.imdb.com/title/tt0837562/
tt0790724,57000000,15210156,80070736,-0.733, 0.405,Action;Crime;Mystery;Thriller,http://www.imdb.com/title/tt0790724/
tt0401729,263700000,30180188,73078100,-0.886,-0.723,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0401729/
tt1764234,15000000,6812900,15026056,-0.546, 0.002,Crime;Thriller,http://www.imdb.com/title/tt1764234/
tt1212450,26000000,10001566,37400127,-0.615, 0.438,Crime;Drama,http://www.imdb.com/title/tt1212450/
tt0454876,120000000,22451514,124987023,-0.813, 0.042,Adventure;Drama;Fantasy,http://www.imdb.com/title/tt0454876/
tt1276104,30000000,20801552,66486205,-0.307, 1.216,Action;Crime;SciFi;Thriller,http://www.imdb.com/title/tt1276104/
tt1915581,7000000,39127170,113721571, 4.590,15.246,Comedy;Drama,http://www.imdb.com/title/tt1915581/
tt1568338,42000000,8001932,18600911,-0.809,-0.557,Action;Crime;Thriller,http://www.imdb.com/title/tt1568338/
tt1258972,15000000,7910980,15634090,-0.473, 0.042,Action,http://www.imdb.com/title/tt1258972/
tt1560747,32000000,736311,16247159,-0.977,-0.492,Drama,http://www.imdb.com/title/tt1560747/
tt1409024,225000000,54592779,179020854,-0.757,-0.204,Action;Comedy;SciFi,http://www.imdb.com/title/tt1409024/
tt1047540,25000000,14800000,77264926,-0.408, 2.091,Comedy;Family,http://www.imdb.com/title/tt1047540/
tt1636826,12000000,21051363,54731865, 0.754, 3.561,Comedy;Crime,http://www.imdb.com/title/tt1636826/
tt1446714,130000000,51050101,126464904,-0.607,-0.027,Adventure;Mystery;SciFi,http://www.imdb.com/title/tt1446714/
tt1234719,65000000,14276668,44800706,-0.780,-0.311,Action;Thriller;War,http://www.imdb.com/title/tt1234719/
tt1446192,145000000,23773465,103412758,-0.836,-0.287,Animation;Adventure;Family;Fantasy,http://www.imdb.com/title/tt1446192/
tt1615065,45000000,16016910,47307550,-0.644, 0.051,Crime;Drama;Thriller,http://www.imdb.com/title/tt1615065/
tt1931533,15000000,4174915,15024049,-0.722, 0.002,Comedy;Crime,http://www.imdb.com/title/tt1931533/
tt1922777,3000000,18007634,47917444, 5.003,14.972,Horror;Mystery,http://www.imdb.com/title/tt1922777/
tt1074638,200000000,88364714,304360277,-0.558, 0.522,Action;Adventure;Thriller,http://www.imdb.com/title/tt1074638/
tt1735898,170000000,56217700,155136755,-0.669,-0.087,Action;Adventure;Drama;Fantasy,http://www.imdb.com/title/tt1735898/
tt1397280,45000000,49514769,139854287, 0.100, 2.108,Action;Crime;Thriller,http://www.imdb.com/title/tt1397280/
tt1637725,50000000,54415205,218815487, 0.088, 3.376,Comedy;Fantasy,http://www.imdb.com/title/tt1637725/
tt1232200,70000000,13453714,36931089,-0.808,-0.472,Comedy,http://www.imdb.com/title/tt1232200/
tt1758830,35000000,12030690,67523385,-0.656, 0.929,Comedy,http://www.imdb.com/title/tt1758830/
tt1386703,125000000,25577758,58877969,-0.795,-0.529,Action;Adventure;Mystery;SciFi;Thriller,http://www.imdb.com/title/tt1386703/
tt1772341,165000000,49038712,189412677,-0.703, 0.148,Animation;Adventure;Comedy;Family,http://www.imdb.com/title/tt1772341/
tt1351685,195000000,27202226,65171860,-0.861,-0.666,Adventure;Fantasy,http://www.imdb.com/title/tt1351685/
tt1623205,215000000,79110453,234911825,-0.632, 0.093,Adventure;Family;Fantasy,http://www.imdb.com/title/tt1623205/
tt1606378,92000000,24834845,67346556,-0.730,-0.268,Action;Crime;Thriller,http://www.imdb.com/title/tt1606378/
tt1924429,20000000,131145,2319187,-0.993,-0.884,Crime;Drama;Mystery;Thriller,http://www.imdb.com/title/tt1924429/
tt2053463,30000000,9303145,32154410,-0.690, 0.072,Crime;Drama;Thriller,http://www.imdb.com/title/tt2053463/
tt2101441,5000000,263002,14123773,-0.947, 1.825,Action;Crime;Drama,http://www.imdb.com/title/tt2101441/
tt0790628,30000000,10177257,22525921,-0.661,-0.249,Comedy;Romance,http://www.imdb.com/title/tt0790628/
tt2302755,70000000,30373794,98895417,-0.566, 0.413,Action;Thriller,http://www.imdb.com/title/tt2302755/
tt1817273,15000000,279457,21383298,-0.981, 0.426,Crime;Drama;Thriller,http://www.imdb.com/title/tt1817273/
tt1583421,130000000,40501814,122512052,-0.688,-0.058,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt1583421/
tt0481499,135000000,43639736,187165546,-0.677, 0.386,Animation;Adventure;Comedy;Family;Fantasy,http://www.imdb.com/title/tt0481499/
tt2243537,2000000,18101682,40041683, 8.051,19.021,Comedy;Horror,http://www.imdb.com/title/tt2243537/
tt0816711,190000000,66411834,202359711,-0.650, 0.065,Action;Adventure;Horror;SciFi;Thriller,http://www.imdb.com/title/tt0816711/
tt1483013,120000000,37054485,89021735,-0.691,-0.258,Action;Adventure;Mystery;SciFi,http://www.imdb.com/title/tt1483013/
tt1731141,110000000,27017351,61737191,-0.754,-0.439,Action;SciFi,http://www.imdb.com/title/tt1731141/
tt1170358,225000000,73645197,258366855,-0.673, 0.148,Adventure;Fantasy,http://www.imdb.com/title/tt1170358/
tt0770828,225000000,116619362,291045518,-0.482, 0.294,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0770828/
tt1663662,190000000,37285325,101785482,-0.804,-0.464,Action;Adventure;SciFi,http://www.imdb.com/title/tt1663662/
tt1951264,130000000,161125000,424645577, 0.239, 2.267,Adventure;SciFi;Thriller,http://www.imdb.com/title/tt1951264/
tt1210819,215000000,29210849,89302115,-0.864,-0.585,Action;Adventure;Western,http://www.imdb.com/title/tt1210819/
tt1430132,120000000,53113752,132556852,-0.557, 0.105,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt1430132/
tt1535108,115000000,29807393,92572085,-0.741,-0.195,Action;Drama;SciFi;Thriller,http://www.imdb.com/title/tt1535108/
tt1815862,130000000,27520040,60522097,-0.788,-0.534,Action;Adventure;SciFi,http://www.imdb.com/title/tt1815862/
tt1300854,200000000,174144585,409013994,-0.129, 1.045,Action;Adventure;SciFi,http://www.imdb.com/title/tt1300854/
tt1245492,32000000,20719162,101362894,-0.353, 2.168,Comedy;Fantasy,http://www.imdb.com/title/tt1245492/
tt0790736,130000000,12691415,33592415,-0.902,-0.742,Action;Comedy;SciFi,http://www.imdb.com/title/tt0790736/
tt1981115,170000000,85737841,206362140,-0.496, 0.214,Action;Adventure;Fantasy,http://www.imdb.com/title/tt1981115/
tt1408101,190000000,70165559,228778661,-0.631, 0.204,Action;Adventure;SciFi,http://www.imdb.com/title/tt1408101/
tt1670345,75000000,29350389,117723989,-0.609, 0.570,Crime;Mystery;Thriller,http://www.imdb.com/title/tt1670345/
tt1951261,103000000,41775000,112186625,-0.594, 0.089,Comedy,http://www.imdb.com/title/tt1951261/
tt1650554,22000000,13332955,28751715,-0.394, 0.307,Action;Comedy;Crime,http://www.imdb.com/title/tt1650554/
tt1731697,2500000,642000,1163508,-0.743,-0.535,Horror;Thriller,http://www.imdb.com/title/tt1731697/
tt1869425,427000,1478323,2833383, 2.462, 5.636,Drama;Music,http://www.imdb.com/title/tt1869425/
tt1389096,15000000,1486390,3301046,-0.901,-0.780,Comedy;Crime;Thriller,http://www.imdb.com/title/tt1389096/
tt0144117,7000000,19930,25812,-0.997,-0.996,Action;Crime;Thriller,http://www.imdb.com/title/tt0144117/
tt0453562,40000000,27487144,95001343,-0.313, 1.375,Biography;Drama;Sport,http://www.imdb.com/title/tt0453562/
tt1288558,17000000,25775847,54239856, 0.516, 2.191,Horror,http://www.imdb.com/title/tt1288558/
tt0795461,20000000,14157367,32014289,-0.292, 0.601,Comedy,http://www.imdb.com/title/tt0795461/
tt1235522,35000000,8268908,19701164,-0.764,-0.437,Crime;Drama;Thriller,http://www.imdb.com/title/tt1235522/
tt1321870,60000000,17070347,45996718,-0.715,-0.233,Action;Crime;Drama;Thriller,http://www.imdb.com/title/tt1321870/
tt1905041,160000000,97375245,238679850,-0.391, 0.492,Action;Crime;Thriller,http://www.imdb.com/title/tt1905041/
tt1980209,26000000,20244505,49874933,-0.221, 0.918,Action;Comedy;Crime;Drama,http://www.imdb.com/title/tt1980209/
tt2023587,20000000,28123052,71588220, 0.406, 2.579,Horror,http://www.imdb.com/title/tt2023587/
tt1253863,110000000,45038460,106580051,-0.591,-0.031,Action;Drama;Fantasy;War,http://www.imdb.com/title/tt1253863/
tt1727388,4600000,552788,21490107,-0.880, 3.672,Comedy;Drama,http://www.imdb.com/title/tt1727388/
tt2191701,80000000,41508572,133471453,-0.481, 0.668,Comedy,http://www.imdb.com/title/tt2191701/
tt2387433,3500000,8189166,17411930, 1.340, 3.975,Horror;SciFi;Thriller,http://www.imdb.com/title/tt2387433/
tt1854564,90000000,14401054,68558662,-0.840,-0.238,Adventure;Family;Fantasy,http://www.imdb.com/title/tt1854564/
tt2132285,15000000,212537,5831740,-0.986,-0.611,Biography;Crime;Drama,http://www.imdb.com/title/tt2132285/
tt2024432,35000000,34551025,134455175,-0.013, 2.842,Comedy;Crime,http://www.imdb.com/title/tt2024432/
tt1931435,35000000,7591663,21784432,-0.783,-0.378,Comedy,http://www.imdb.com/title/tt1931435/
tt1684233,8500000,2736,6787,-1.000,-0.999,Action;Crime;Thriller,http://www.imdb.com/title/tt1684233/
tt1602613,4800000,313958,778565,-0.935,-0.838,Crime;Drama,http://www.imdb.com/title/tt1602613/
tt1333125,6000000,4805878,8828771,-0.199, 0.471,Comedy,http://www.imdb.com/title/tt1333125/
tt1911644,13000000,17118745,51872378, 0.317, 2.990,Crime;Thriller,http://www.imdb.com/title/tt1911644/
tt1428538,50000000,19690956,55703475,-0.606, 0.114,Action;Fantasy;Horror,http://www.imdb.com/title/tt1428538/
tt2184339,3000000,34058360,64423650,10.353,20.475,Horror;SciFi;Thriller,http://www.imdb.com/title/tt2184339/
tt0882977,15000000,13167607,42919096,-0.122, 1.861,Action;Drama;Thriller,http://www.imdb.com/title/tt0882977/
tt0071562,13000000,244000,57300000,-0.981, 3.408,Crime;Drama,http://www.imdb.com/title/tt0071562/
tt0080684,18000000,10840307,290475067,-0.398,15.138,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0080684/
tt0082971,18000000,1673731,3115115,-0.907,-0.827,Action;Adventure,http://www.imdb.com/title/tt0082971/
tt0078788,31500000,96992,4626290,-0.997,-0.853,Drama;War,http://www.imdb.com/title/tt0078788/
tt0078748,11000000,1287560,83944003,-0.883, 6.631,Horror;SciFi,http://www.imdb.com/title/tt0078748/
tt0083658,28000000,89150,32868943,-0.997, 0.174,SciFi;Thriller,http://www.imdb.com/title/tt0083658/
tt0083866,10500000,14223110,31429332, 0.355, 1.993,Family;SciFi,http://www.imdb.com/title/tt0083866/
tt0086066,10000000,5068165,25600000,-0.493, 1.560,Crime;Drama,http://www.imdb.com/title/tt0086066/
tt0086250,25000000,242821,45598982,-0.990, 0.824,Crime;Drama,http://www.imdb.com/title/tt0086250/
tt0086190,32500000,16293531,309125409,-0.499, 8.512,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0086190/
tt0087332,32000000,2085116,238632124,-0.935, 6.457,Comedy;Fantasy,http://www.imdb.com/title/tt0087332/
tt0088247,6400000,4020663,38371200,-0.372, 4.995,Action;SciFi,http://www.imdb.com/title/tt0088247/
tt0093058,17000000,2217307,46357676,-0.870, 1.727,Drama;War,http://www.imdb.com/title/tt0093058/
tt0095016,28000000,601851,80707729,-0.979, 1.882,Action;Thriller,http://www.imdb.com/title/tt0095016/
tt0114814,6000000,645363,1120000,-0.892,-0.813,Crime;Drama;Thriller,http://www.imdb.com/title/tt0114814/
tt0116629,75000000,50228264,306169255,-0.330, 3.082,Action;Adventure;SciFi,http://www.imdb.com/title/tt0116629/
tt0119217,10000000,10261471,138339411, 0.026,12.834,Drama,http://www.imdb.com/title/tt0119217/
tt0120591,140000000,36089972,201573391,-0.742, 0.440,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt0120591/
tt0120382,60000000,31542121,125603360,-0.474, 1.093,Drama,http://www.imdb.com/title/tt0120382/
tt0169547,15000000,861531,130058047,-0.943, 7.671,Drama;Romance,http://www.imdb.com/title/tt0169547/
tt0142342,34200000,41536370,163479795, 0.215, 3.780,Comedy;Drama,http://www.imdb.com/title/tt0142342/
tt0120689,60000000,18017152,136801374,-0.700, 1.280,Crime;Drama;Fantasy;Mystery,http://www.imdb.com/title/tt0120689/
tt0120616,80000000,43369635,155247825,-0.458, 0.941,Action;Adventure;Fantasy,http://www.imdb.com/title/tt0120616/
tt0151804,10000000,4231727,10824921,-0.577, 0.082,Comedy,http://www.imdb.com/title/tt0151804/
tt0167404,40000000,26681262,293501675,-0.333, 6.338,Drama;Mystery;Thriller,http://www.imdb.com/title/tt0167404/
tt0120363,90000000,57388839,245852179,-0.362, 1.732,Animation;Adventure;Comedy;Family;Fantasy,http://www.imdb.com/title/tt0120363/
tt0144084,7000000,4961015,15070285,-0.291, 1.153,Drama,http://www.imdb.com/title/tt0144084/
tt0175142,19000000,42346669,157019771, 1.229, 7.264,Comedy,http://www.imdb.com/title/tt0175142/
tt0198781,115000000,5040000,289907418,-0.956, 1.521,Animation;Adventure;Comedy;Family;Fantasy,http://www.imdb.com/title/tt0198781/
tt0120912,140000000,52148751,190418803,-0.628, 0.360,Action;Adventure;Comedy;Fantasy;SciFi,http://www.imdb.com/title/tt0120912/
tt0289765,78000000,36540945,92930005,-0.532, 0.191,Crime;Thriller,http://www.imdb.com/title/tt0289765/
tt0145487,139000000,114844116,403706375,-0.174, 1.904,Action;Adventure,http://www.imdb.com/title/tt0145487/
tt0121765,115000000,80027814,310675583,-0.304, 1.702,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0121765/
tt0317740,60000000,19457944,106126012,-0.676, 0.769,Action;Crime;Thriller,http://www.imdb.com/title/tt0317740/
tt0234215,150000000,91774413,281492479,-0.388, 0.877,Action;SciFi,http://www.imdb.com/title/tt0234215/
tt0325980,140000000,46630690,305413918,-0.667, 1.182,Action;Adventure;Fantasy,http://www.imdb.com/title/tt0325980/
tt0319061,70000000,207377,66257002,-0.997,-0.053,Adventure;Drama;Fantasy,http://www.imdb.com/title/tt0319061/
tt0266697,30000000,22089322,70099045,-0.264, 1.337,Action,http://www.imdb.com/title/tt0266697/
tt0364725,20000000,30070196,114324072, 0.504, 4.716,Comedy;Sport,http://www.imdb.com/title/tt0364725/
tt0356150,25000000,6711384,17718223,-0.732,-0.291,Comedy,http://www.imdb.com/title/tt0356150/
tt0304141,130000000,93687367,249358727,-0.279, 0.918,Adventure;Family;Fantasy;Mystery,http://www.imdb.com/title/tt0304141/
tt0317705,92000000,70467623,261441092,-0.234, 1.842,Animation;Action;Adventure;Family,http://www.imdb.com/title/tt0317705/
tt0374900,400000,116666,44540956,-0.708,110.352,Comedy,http://www.imdb.com/title/tt0374900/
tt0375679,6500000,342709,54580300,-0.947, 7.397,Drama,http://www.imdb.com/title/tt0375679/
tt0363771,180000000,65556312,291709845,-0.636, 0.621,Adventure;Family;Fantasy,http://www.imdb.com/title/tt0363771/
tt0330373,150000000,102335066,290013036,-0.318, 0.933,Adventure;Family;Fantasy;Mystery,http://www.imdb.com/title/tt0330373/
tt0317219,120000000,60119509,244052771,-0.499, 1.034,Animation;Adventure;Comedy;Family;Sport,http://www.imdb.com/title/tt0317219/
tt0348150,209000000,52535096,200069408,-0.749,-0.043,Action;Adventure;Fantasy;SciFi,http://www.imdb.com/title/tt0348150/
tt0415306,73000000,47042215,148213377,-0.356, 1.030,Action;Comedy;Sport,http://www.imdb.com/title/tt0415306/
tt0376994,210000000,122861157,234360014,-0.415, 0.116,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt0376994/
tt0440963,110000000,69283690,227471070,-0.370, 1.068,Action;Thriller,http://www.imdb.com/title/tt0440963/
tt0337978,110000000,33369559,134527196,-0.697, 0.223,Action;Adventure;Thriller,http://www.imdb.com/title/tt0337978/
tt0477348,25000000,1226333,74273505,-0.951, 1.971,Crime;Drama;Thriller,http://www.imdb.com/title/tt0477348/
tt0382932,150000000,47027395,206445654,-0.686, 0.376,Animation;Comedy;Family;Fantasy,http://www.imdb.com/title/tt0382932/
tt0829482,20000000,33052411,121463226, 0.653, 5.073,Comedy,http://www.imdb.com/title/tt0829482/
tt0469494,25000000,302845,40218903,-0.988, 0.609,Drama,http://www.imdb.com/title/tt0469494/
tt0489099,85000000,32092991,80170146,-0.622,-0.057,Action;Adventure;SciFi;Thriller,http://www.imdb.com/title/tt0489099/
tt1205489,33000000,271720,148095302,-0.992, 3.488,Drama,http://www.imdb.com/title/tt1205489/
tt0800080,150000000,55414050,134518390,-0.631,-0.103,Action;Adventure;SciFi,http://www.imdb.com/title/tt0800080/
tt0910936,27000000,23245025,87341380,-0.139, 2.235,Action;Comedy;Crime,http://www.imdb.com/title/tt0910936/
tt1032755,18000000,144701,5694401,-0.992,-0.684,Action;Crime;Thriller,http://www.imdb.com/title/tt1032755/
tt0430922,28000000,19167085,67294270,-0.315, 1.403,Comedy,http://www.imdb.com/title/tt0430922/
tt0838283,65000000,30940732,100468793,-0.524, 0.546,Comedy,http://www.imdb.com/title/tt0838283/
tt0493464,75000000,217432,332816,-0.997,-0.996,Action;Crime;Fantasy;Thriller,http://www.imdb.com/title/tt0493464/
tt1136608,30000000,37354308,115502313, 0.245, 2.850,Action;SciFi,http://www.imdb.com/title/tt1136608/
